Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score,Parental_Involvement_label,Access_to_Resources_label,Motivation_Level_label,Family_Income_label,Teacher_Quality_label,Distance_from_Home_label,Parental_Education_Level_label,Peer_Influence_label,Extracurricular_Activities_label,Internet_Access_label,Learning_Disabilities_label,School_Type_label,Gender_label,Extracurricular_Activities_No,Extracurricular_Activities_Yes,Internet_Access_No,Internet_Access_Yes,Learning_Disabilities_No,Learning_Disabilities_Yes,School_Type_Private,School_Type_Public,Gender_Female,Gender_Male
21,96,2,2,8,64,3,2,2,3.0,2,0,2.0,1.0,C,Medium,Medium,High,Medium,High,Near,College,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
28,61,2,3,6,86,3,1,1,2.0,1,3,3.0,3.0,D,Medium,High,High,Low,Medium,Far,Postgraduate,Negative,No,Yes,Yes,Private,Male,True,False,False,True,False,True,True,False,False,True
10,82,2,1,8,70,2,3,1,3.0,3,1,3.0,1.0,D,Medium,Low,Medium,Low,High,Near,Postgraduate,Positive,No,Yes,Yes,Public,Female,True,False,False,True,False,True,False,True,True,False
21,91,3,2,6,100,2,0,3,2.0,2,2,3.0,1.0,C,High,Medium,Medium,High,Medium,Near,Postgraduate,Neutral,No,Yes,No,Private,Female,True,False,False,True,True,False,True,False,True,False
22,82,2,2,9,61,2,2,1,2.0,1,2,1.0,1.0,D,Medium,Medium,Medium,Low,Medium,Near,High School,Negative,No,Yes,Yes,Public,Female,True,False,False,True,False,True,False,True,True,False
25,73,2,3,8,53,3,0,1,3.0,1,5,3.0,1.0,D,Medium,High,High,Low,High,Near,Postgraduate,Negative,No,No,No,Private,Female,True,False,True,False,True,False,True,False,True,False
13,65,1,3,6,99,2,0,1,2.0,1,4,1.0,1.0,D,Low,High,Medium,Low,Medium,Near,High School,Negative,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
12,96,1,3,8,62,2,2,2,3.0,1,3,2.0,1.0,D,Low,High,Medium,Medium,High,Near,College,Negative,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
23,79,3,3,8,82,1,3,2,2.0,1,3,3.0,2.0,D,High,High,Low,Medium,Medium,Moderate,Postgraduate,Negative,Yes,Yes,Yes,Public,Female,False,True,False,True,False,True,False,True,True,False
22,95,2,3,6,69,2,1,1,2.0,3,3,2.0,1.0,C,Medium,High,Medium,Low,Medium,Near,College,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
22,83,2,3,5,82,2,2,1,3.0,3,3,3.0,1.0,C,Medium,High,Medium,Low,High,Near,Postgraduate,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
22,87,3,3,5,80,1,2,1,3.0,1,3,1.0,1.0,C,High,High,Low,Low,High,Near,High School,Negative,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
16,92,2,3,5,85,1,1,1,2.0,2,2,1.0,2.0,D,Medium,High,Low,Low,Medium,Moderate,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
21,86,1,2,5,51,2,2,1,3.0,3,2,1.0,2.0,D,Low,Medium,Medium,Low,High,Moderate,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
22,76,2,2,8,92,2,1,1,3.0,2,4,1.0,1.0,D,Medium,Medium,Medium,Low,High,Near,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
16,81,2,2,8,74,2,3,2,2.0,3,2,3.0,1.0,D,Medium,Medium,Medium,Medium,Medium,Near,Postgraduate,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
31,92,2,2,4,76,2,2,2,3.0,3,4,1.0,3.0,C,Medium,Medium,Medium,Medium,High,Far,High School,Positive,Yes,Yes,Yes,Public,Male,False,True,False,True,False,True,False,True,False,True
23,75,1,3,6,71,1,0,2,2.0,2,2,2.0,1.0,D,Low,High,Low,Medium,Medium,Near,College,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
13,76,2,3,5,99,1,2,2,2.0,3,4,1.0,1.0,D,Medium,High,Low,Medium,Medium,Near,High School,Positive,No,Yes,No,Private,Female,True,False,False,True,True,False,True,False,True,False
24,64,2,2,8,90,3,0,1,3.0,1,3,1.0,1.0,D,Medium,Medium,High,Low,High,Near,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
14,97,2,2,6,66,2,2,2,2.0,1,3,2.0,1.0,D,Medium,Medium,Medium,Medium,Medium,Near,College,Negative,Yes,Yes,Yes,Public,Female,False,True,False,True,False,True,False,True,True,False
25,64,2,3,5,89,1,2,2,2.0,2,4,2.0,3.0,D,Medium,High,Low,Medium,Medium,Far,College,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
27,86,2,2,7,72,1,1,2,3.0,3,4,1.0,3.0,D,Medium,Medium,Low,Medium,High,Far,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
15,77,2,2,8,94,1,0,3,3.0,3,3,2.0,2.0,D,Medium,Medium,Low,High,High,Moderate,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
22,87,3,1,7,68,2,0,1,2.0,2,2,1.0,1.0,D,High,Low,Medium,Low,Medium,Near,High School,Neutral,Yes,No,No,Public,Male,False,True,True,False,True,False,False,True,False,True
25,63,3,2,6,71,2,1,2,1.0,3,3,1.0,1.0,D,High,Medium,Medium,Medium,Low,Near,High School,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
31,84,2,2,9,87,2,2,1,2.0,2,3,2.0,3.0,C,Medium,Medium,Medium,Low,Medium,Far,College,Neutral,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
15,93,3,2,6,64,2,2,2,3.0,3,4,3.0,1.0,C,High,Medium,Medium,Medium,High,Near,Postgraduate,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
15,67,2,2,7,86,3,1,3,2.0,3,3,3.0,1.0,D,Medium,Medium,High,High,Medium,Near,Postgraduate,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
15,96,2,2,7,54,3,3,2,3.0,1,2,1.0,1.0,D,Medium,Medium,High,Medium,High,Near,High School,Negative,No,No,No,Public,Male,True,False,True,False,True,False,False,True,False,True
20,86,3,1,8,60,2,1,2,2.0,2,4,2.0,3.0,D,High,Low,Medium,Medium,Medium,Far,College,Neutral,No,Yes,Yes,Public,Female,True,False,False,True,False,True,False,True,True,False
22,95,2,3,9,88,1,0,1,3.0,3,2,3.0,1.0,C,Medium,High,Low,Low,High,Near,Postgraduate,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
22,79,2,2,9,94,2,1,2,2.0,3,3,1.0,1.0,D,Medium,Medium,Medium,Medium,Medium,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
25,82,2,2,6,86,2,3,1,3.0,3,3,1.0,1.0,D,Medium,Medium,Medium,Low,High,Near,High School,Positive,No,No,No,Public,Female,True,False,True,False,True,False,False,True,True,False
20,97,2,2,7,76,1,2,1,1.0,3,3,3.0,1.0,C,Medium,Medium,Low,Low,Low,Near,Postgraduate,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
29,96,2,2,9,55,1,0,2,2.0,2,2,3.0,3.0,C,Medium,Medium,Low,Medium,Medium,Far,Postgraduate,Neutral,Yes,No,No,Public,Female,False,True,True,False,True,False,False,True,True,False
18,78,2,2,9,91,3,2,3,1.0,2,4,2.0,3.0,D,Medium,Medium,High,High,Low,Far,College,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
36,71,2,2,6,56,2,2,3,2.0,3,2,1.0,3.0,D,Medium,Medium,Medium,High,Medium,Far,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
24,76,1,3,8,69,1,2,2,2.0,2,1,1.0,2.0,D,Low,High,Low,Medium,Medium,Moderate,High School,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
15,76,3,3,8,53,2,1,1,2.0,2,4,2.0,1.0,D,High,High,Medium,Low,Medium,Near,College,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
14,71,2,2,8,85,1,2,2,3.0,2,4,1.0,1.0,D,Medium,Medium,Low,Medium,High,Near,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
23,71,1,1,9,75,1,1,1,2.0,1,2,2.0,1.0,D,Low,Low,Low,Low,Medium,Near,College,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
19,94,1,2,5,95,2,3,1,1.0,3,2,1.0,2.0,D,Low,Medium,Medium,Low,Low,Moderate,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
24,63,2,1,6,57,2,1,1,3.0,2,5,2.0,1.0,D,Medium,Low,Medium,Low,High,Near,College,Neutral,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
23,87,3,3,8,91,3,0,3,2.0,3,3,1.0,2.0,C,High,High,High,High,Medium,Moderate,High School,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
20,67,1,2,7,76,2,0,2,2.0,2,4,1.0,1.0,D,Low,Medium,Medium,Medium,Medium,Near,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
15,74,1,3,4,68,1,3,1,2.0,3,3,1.0,1.0,D,Low,High,Low,Low,Medium,Near,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
11,62,2,3,5,82,2,3,3,2.0,2,4,2.0,2.0,D,Medium,High,Medium,High,Medium,Moderate,College,Neutral,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
25,91,2,2,8,72,1,2,2,3.0,3,0,3.0,1.0,C,Medium,Medium,Low,Medium,High,Near,Postgraduate,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
21,95,2,2,5,62,3,1,2,1.0,3,4,1.0,1.0,C,Medium,Medium,High,Medium,Low,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
13,69,2,1,9,96,1,0,3,2.0,2,4,1.0,3.0,D,Medium,Low,Low,High,Medium,Far,High School,Neutral,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
21,79,2,3,7,66,1,2,1,2.0,1,4,2.0,2.0,D,Medium,High,Low,Low,Medium,Moderate,College,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
15,95,1,1,6,88,1,1,1,2.0,1,5,1.0,1.0,D,Low,Low,Low,Low,Medium,Near,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
21,91,2,3,5,84,2,1,3,1.0,2,2,1.0,1.0,C,Medium,High,Medium,High,Low,Near,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
20,81,3,2,6,51,3,3,2,2.0,2,4,1.0,1.0,D,High,Medium,High,Medium,Medium,Near,High School,Neutral,Yes,No,Yes,Public,Male,False,True,True,False,False,True,False,True,False,True
13,87,3,1,4,72,2,2,2,3.0,2,3,1.0,2.0,D,High,Low,Medium,Medium,High,Moderate,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
22,94,1,2,7,75,3,2,3,2.0,2,2,2.0,1.0,C,Low,Medium,High,High,Medium,Near,College,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
23,60,3,2,8,69,2,1,1,2.0,3,4,2.0,1.0,D,High,Medium,Medium,Low,Medium,Near,College,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
26,76,2,2,5,57,2,1,2,2.0,3,4,1.0,1.0,D,Medium,Medium,Medium,Medium,Medium,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
26,96,2,2,7,68,2,3,3,2.0,3,3,2.0,1.0,C,Medium,Medium,Medium,High,Medium,Near,College,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
12,90,2,1,6,54,2,1,3,2.0,2,3,1.0,1.0,D,Medium,Low,Medium,High,Medium,Near,High School,Neutral,Yes,No,No,Public,Male,False,True,True,False,True,False,False,True,False,True
14,82,2,2,8,65,2,1,1,2.0,3,3,2.0,1.0,D,Medium,Medium,Medium,Low,Medium,Near,College,Positive,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
23,81,1,2,4,54,2,1,1,2.0,2,3,2.0,1.0,D,Low,Medium,Medium,Low,Medium,Near,College,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
23,74,2,3,8,88,1,0,2,3.0,1,3,1.0,1.0,D,Medium,High,Low,Medium,High,Near,High School,Negative,Yes,Yes,Yes,Public,Male,False,True,False,True,False,True,False,True,False,True
23,81,2,1,4,84,2,2,2,2.0,3,5,1.0,1.0,D,Medium,Low,Medium,Medium,Medium,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
23,77,2,3,6,69,1,1,2,2.0,3,2,1.0,2.0,D,Medium,High,Low,Medium,Medium,Moderate,High School,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
27,89,2,3,6,89,2,3,2,2.0,3,3,1.0,1.0,C,Medium,High,Medium,Medium,Medium,Near,High School,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
26,94,2,3,5,79,3,1,1,3.0,3,2,3.0,1.0,C,Medium,High,High,Low,High,Near,Postgraduate,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
24,66,2,1,9,82,1,1,2,2.0,2,2,1.0,1.0,D,Medium,Low,Low,Medium,Medium,Near,High School,Neutral,No,Yes,Yes,Public,Female,True,False,False,True,False,True,False,True,True,False
18,78,3,2,5,77,2,2,2,2.0,2,4,1.0,3.0,D,High,Medium,Medium,Medium,Medium,Far,High School,Neutral,Yes,No,No,Public,Male,False,True,True,False,True,False,False,True,False,True
25,76,2,2,5,89,3,3,2,3.0,2,3,1.0,3.0,D,Medium,Medium,High,Medium,High,Far,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
15,87,2,3,10,52,2,2,1,3.0,3,3,2.0,1.0,D,Medium,High,Medium,Low,High,Near,College,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
19,70,2,1,7,54,3,0,2,2.0,3,2,1.0,2.0,B,Medium,Low,High,Medium,Medium,Moderate,High School,Positive,No,Yes,Yes,Public,Male,True,False,False,True,False,True,False,True,False,True
17,86,3,1,5,55,1,2,3,2.0,2,4,2.0,1.0,D,High,Low,Low,High,Medium,Near,College,Neutral,No,No,No,Private,Male,True,False,True,False,True,False,True,False,False,True
20,95,1,2,7,64,1,2,2,3.0,2,3,1.0,1.0,D,Low,Medium,Low,Medium,High,Near,High School,Neutral,Yes,No,No,Public,Female,False,True,True,False,True,False,False,True,True,False
34,77,2,1,7,80,1,0,2,2.0,3,3,1.0,1.0,D,Medium,Low,Low,Medium,Medium,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
9,96,2,2,4,82,3,0,1,2.0,3,4,2.0,1.0,D,Medium,Medium,High,Low,Medium,Near,College,Positive,Yes,No,No,Public,Male,False,True,True,False,True,False,False,True,False,True
24,100,3,3,6,86,1,2,2,2.0,3,5,1.0,1.0,C,High,High,Low,Medium,Medium,Near,High School,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
10,64,2,3,7,64,3,0,2,2.0,3,4,1.0,2.0,D,Medium,High,High,Medium,Medium,Moderate,High School,Positive,No,Yes,Yes,Public,Female,True,False,False,True,False,True,False,True,True,False
17,69,3,2,9,83,2,2,2,3.0,3,4,2.0,2.0,D,High,Medium,Medium,Medium,High,Moderate,College,Positive,Yes,Yes,Yes,Private,Female,False,True,False,True,False,True,True,False,True,False
27,98,1,3,7,56,1,1,3,2.0,3,3,2.0,1.0,C,Low,High,Low,High,Medium,Near,College,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
20,98,2,1,7,50,1,1,2,3.0,2,2,1.0,1.0,D,Medium,Low,Low,Medium,High,Near,High School,Neutral,No,Yes,No,Private,Female,True,False,False,True,True,False,True,False,True,False
14,64,2,2,6,85,2,0,2,2.0,2,3,1.0,1.0,D,Medium,Medium,Medium,Medium,Medium,Near,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
16,61,2,2,9,86,1,2,1,3.0,3,2,1.0,1.0,D,Medium,Medium,Low,Low,High,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
24,66,3,1,8,81,3,1,2,2.0,2,4,1.0,3.0,D,High,Low,High,Medium,Medium,Far,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
16,100,3,1,8,63,3,2,1,2.0,1,3,1.0,2.0,D,High,Low,High,Low,Medium,Moderate,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
21,67,2,2,7,96,1,3,1,2.0,2,2,1.0,3.0,D,Medium,Medium,Low,Low,Medium,Far,High School,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
20,80,2,3,5,94,2,0,1,1.0,3,4,3.0,2.0,D,Medium,High,Medium,Low,Low,Moderate,Postgraduate,Positive,No,Yes,Yes,Private,Female,True,False,False,True,False,True,True,False,True,False
16,94,3,3,9,76,2,0,1,3.0,2,2,1.0,1.0,C,High,High,Medium,Low,High,Near,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
33,61,2,2,7,99,3,2,2,3.0,2,3,2.0,1.0,C,Medium,Medium,High,Medium,High,Near,College,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
24,84,3,1,7,65,1,3,2,3.0,3,3,1.0,1.0,D,High,Low,Low,Medium,High,Near,High School,Positive,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
8,71,3,1,8,75,2,0,2,3.0,3,3,1.0,1.0,D,High,Low,Medium,Medium,High,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
21,94,2,2,7,96,1,0,2,2.0,2,2,3.0,2.0,D,Medium,Medium,Low,Medium,Medium,Moderate,Postgraduate,Neutral,No,Yes,Yes,Private,Male,True,False,False,True,False,True,True,False,False,True
16,71,3,2,5,73,2,1,2,2.0,2,0,1.0,1.0,D,High,Medium,Medium,Medium,Medium,Near,High School,Neutral,Yes,Yes,Yes,Public,Male,False,True,False,True,False,True,False,True,False,True
25,87,2,1,7,74,1,0,2,3.0,2,4,1.0,1.0,D,Medium,Low,Low,Medium,High,Near,High School,Neutral,Yes,Yes,Yes,Public,Male,False,True,False,True,False,True,False,True,False,True
19,69,2,2,7,61,3,3,3,3.0,2,4,1.0,2.0,D,Medium,Medium,High,High,High,Moderate,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
25,76,2,3,4,78,2,2,2,2.0,1,3,1.0,2.0,D,Medium,High,Medium,Medium,Medium,Moderate,High School,Negative,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
13,72,3,3,7,66,2,0,1,3.0,2,4,3.0,1.0,D,High,High,Medium,Low,High,Near,Postgraduate,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
18,92,1,2,8,54,2,1,2,2.0,3,3,1.0,1.0,D,Low,Medium,Medium,Medium,Medium,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
17,92,1,1,8,75,2,2,2,3.0,2,3,3.0,1.0,D,Low,Low,Medium,Medium,High,Near,Postgraduate,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
16,78,2,3,6,83,2,0,1,1.0,2,3,2.0,1.0,D,Medium,High,Medium,Low,Low,Near,College,Neutral,No,Yes,Yes,Public,Male,True,False,False,True,False,True,False,True,False,True
31,84,2,2,5,87,3,0,2,2.0,3,3,2.0,2.0,C,Medium,Medium,High,Medium,Medium,Moderate,College,Positive,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
22,84,2,2,6,92,1,0,2,2.0,2,5,1.0,1.0,D,Medium,Medium,Low,Medium,Medium,Near,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
12,93,2,2,9,74,1,1,2,2.0,2,3,3.0,2.0,D,Medium,Medium,Low,Medium,Medium,Moderate,Postgraduate,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
26,77,1,2,4,70,1,2,3,1.0,2,3,2.0,2.0,D,Low,Medium,Low,High,Low,Moderate,College,Neutral,No,Yes,Yes,Public,Female,True,False,False,True,False,True,False,True,True,False
33,71,1,2,5,84,2,1,2,2.0,3,2,1.0,1.0,D,Low,Medium,Medium,Medium,Medium,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
26,71,3,2,6,51,1,1,3,2.0,3,3,3.0,2.0,D,High,Medium,Low,High,Medium,Moderate,Postgraduate,Positive,Yes,No,No,Private,Male,False,True,True,False,True,False,True,False,False,True
11,81,2,2,6,82,3,3,2,3.0,2,4,1.0,1.0,D,Medium,Medium,High,Medium,High,Near,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
17,78,2,3,7,70,2,2,1,3.0,3,3,1.0,1.0,D,Medium,High,Medium,Low,High,Near,High School,Positive,Yes,No,No,Public,Male,False,True,True,False,True,False,False,True,False,True
28,78,3,2,9,73,3,2,2,2.0,2,4,2.0,2.0,C,High,Medium,High,Medium,Medium,Moderate,College,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
16,64,3,1,5,65,2,3,2,3.0,3,4,3.0,2.0,D,High,Low,Medium,Medium,High,Moderate,Postgraduate,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
25,69,2,2,7,70,1,1,3,3.0,3,4,1.0,3.0,D,Medium,Medium,Low,High,High,Far,High School,Positive,Yes,No,No,Public,Female,False,True,True,False,True,False,False,True,True,False
14,68,3,2,6,65,2,1,3,2.0,2,3,2.0,1.0,D,High,Medium,Medium,High,Medium,Near,College,Neutral,No,Yes,Yes,Public,Male,True,False,False,True,False,True,False,True,False,True
20,77,2,2,5,98,1,2,1,3.0,2,2,3.0,3.0,D,Medium,Medium,Low,Low,High,Far,Postgraduate,Neutral,No,Yes,No,Private,Female,True,False,False,True,True,False,True,False,True,False
14,83,2,1,6,82,2,0,2,2.0,3,2,1.0,1.0,D,Medium,Low,Medium,Medium,Medium,Near,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
18,75,1,3,8,95,2,1,1,1.0,2,2,2.0,1.0,D,Low,High,Medium,Low,Low,Near,College,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
13,78,2,3,8,88,3,0,3,1.0,2,3,2.0,1.0,D,Medium,High,High,High,Low,Near,College,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
30,81,2,1,5,67,2,1,3,3.0,1,1,1.0,1.0,D,Medium,Low,Medium,High,High,Near,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
11,68,2,2,6,80,2,2,2,2.0,3,3,2.0,2.0,D,Medium,Medium,Medium,Medium,Medium,Moderate,College,Positive,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
17,66,1,3,6,61,2,1,3,2.0,3,6,3.0,1.0,D,Low,High,Medium,High,Medium,Near,Postgraduate,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
21,95,1,1,10,84,1,0,3,2.0,2,4,1.0,1.0,D,Low,Low,Low,High,Medium,Near,High School,Neutral,No,Yes,Yes,Public,Male,True,False,False,True,False,True,False,True,False,True
29,77,3,3,7,52,2,2,3,2.0,1,3,1.0,1.0,D,High,High,Medium,High,Medium,Near,High School,Negative,Yes,Yes,Yes,Public,Female,False,True,False,True,False,True,False,True,True,False
27,61,2,2,6,79,2,1,1,2.0,3,3,1.0,2.0,D,Medium,Medium,Medium,Low,Medium,Moderate,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
20,80,3,1,6,53,2,0,1,2.0,2,2,2.0,2.0,D,High,Low,Medium,Low,Medium,Moderate,College,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
